City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,tolanaro,-25.0319,46.9987,22.04,94,75,5.14,MG,1712029117
353,mingguang,32.7802,117.9638,17.25,96,100,3.78,CN,1712029104
354,dankov,53.2515,39.1555,9.31,91,62,3.94,RU,1712029391
355,lagunas,-5.2269,-75.6753,23.51,98,99,0.74,PE,1712029392
356,galveston,29.3669,-94.9669,25.1,90,100,6.17,US,1712029392
357,childress,34.4264,-100.204,12.73,82,0,4.63,US,1712029393
358,tigpalay,7.4939,122.3431,31.69,58,32,1.65,PH,1712029394
359,brisas de zicatela,15.8369,-97.0419,25.93,74,7,3.27,MX,1712029395
360,dromore,54.5167,-7.4667,4.55,94,97,0.55,GB,1712029001
361,utrik,11.2278,169.8474,27.2,70,100,7.29,MH,1712029396
362,antsiranana,-12.2787,49.2917,26.42,94,20,3.09,MG,1712029157
363,tvoroyri,61.5556,-6.8111,5.54,68,100,13.63,FO,1712029399
364,ladario,-19.0047,-57.6017,26.23,77,54,0.8,BR,1712029203
365,gaur,26.7667,85.2667,31.24,14,10,4.83,NP,1712029401
366,aguascalientes,21.8833,-102.3,20.05,34,100,5.53,MX,1712029381
367,paracuru,-3.41,-39.0306,25.61,87,100,1.44,BR,1712029297
368,rondonopolis,-16.4708,-54.6356,24.07,93,92,0.16,BR,1712029404
369,new glasgow,45.5834,-62.6486,-0.12,84,10,2.05,CA,1712029404
370,ilulissat,69.2167,-51.1,-3.99,80,100,0.0,GL,1712029405
371,aral,40.5156,81.2636,9.98,92,9,4.9,CN,1712029107
372,posse,-14.0931,-46.3694,21.88,90,80,1.0,BR,1712029170
373,nuuk,64.1835,-51.7216,-0.66,74,75,4.12,GL,1712029372
374,orange walk,17.8333,-88.8333,23.81,94,6,2.13,BZ,1712029297
375,khilok,51.3674,110.4676,-1.31,44,100,7.25,RU,1712029409
376,birjand,32.8663,59.2211,6.26,36,0,0.0,IR,1712029411
377,port lincoln,-34.7333,135.8667,18.06,59,98,6.94,AU,1712029411
378,fort bragg,35.139,-79.006,22.91,74,0,4.12,US,1712029288
379,priladozhskiy,59.85,31.4833,1.96,1,95,2.85,RU,1712029413
380,taltal,-25.4,-70.4833,18.72,84,40,1.07,CL,1712029414
381,obo,5.3998,26.4869,22.49,75,99,1.78,CF,1712029415
382,shingu,33.7333,135.9833,19.34,48,100,2.47,JP,1712029207
383,fukuecho,32.6881,128.8419,19.2,77,100,4.63,JP,1712029228
384,hami,42.8,93.45,9.5,55,98,3.7,CN,1712029418
385,fortuna,40.5982,-124.1573,12.59,90,0,3.09,US,1712029419
386,tobelo,1.7284,128.0095,28.6,74,88,3.07,ID,1712029420
387,liman,48.9884,37.8023,11.78,63,19,3.14,UA,1712029421
388,kyren,51.6828,102.1408,-0.59,62,83,1.34,RU,1712029422
389,kavaratti,10.5669,72.642,28.52,73,99,3.3,IN,1712029422
390,holualoa,19.6228,-155.9522,23.91,83,75,3.09,US,1712029423
391,piton saint-leu,-21.2196,55.3151,23.06,83,75,11.83,RE,1712029424
392,galliano,29.4422,-90.2992,24.0,83,40,4.63,US,1712029425
393,berdigestyakh,62.0989,126.6992,-3.6,83,90,1.99,RU,1712029426
394,rio hato,8.3833,-80.1667,25.82,73,15,4.69,PA,1712029426
395,labuan bajo,-8.4964,119.8877,30.22,71,44,2.78,ID,1712029225
396,pecos,31.4229,-103.4932,17.46,27,0,10.8,US,1712029428
397,tocopilla,-22.092,-70.1979,19.82,82,23,0.46,CL,1712029429
398,mhamid,29.82,-5.72,18.12,30,0,1.54,MA,1712029429
399,ulladulla,-35.35,150.4667,24.87,39,33,5.12,AU,1712029430
400,mercedes,-34.6515,-59.4307,13.25,91,14,1.48,AR,1712029431
401,harper,4.375,-7.7169,26.54,90,68,1.81,LR,1712029432
402,nelson,-41.2833,173.2833,17.38,79,100,0.45,NZ,1712029157
403,catacaos,-5.2667,-80.6833,25.6,62,92,5.65,PE,1712029433
404,yaren,-0.5472,166.916,28.04,79,66,4.45,NR,1712029435
405,dryden,49.7833,-92.7503,0.16,43,20,1.03,CA,1712029436
406,great bend,38.3645,-98.7648,6.13,77,100,11.32,US,1712029437
407,ampanihy,-24.7,44.75,20.5,83,0,5.12,MG,1712029437
408,isiro,2.7739,27.616,20.36,90,100,0.97,CD,1712029438
409,kadugli,11.0167,29.7167,25.38,15,100,1.46,SD,1712029415
410,grand falls-windsor,48.9332,-55.6649,0.84,92,100,0.45,CA,1712029440
411,akureyri,65.6835,-18.0878,-7.04,79,75,2.57,IS,1712029441
412,monterey,36.2505,-121.2516,10.5,70,0,3.41,US,1712029442
413,kirakira,-10.4544,161.9205,28.59,78,64,0.44,SB,1712029308
414,villa gesell,-37.2639,-56.973,12.81,71,54,2.96,AR,1712029443
415,lebu,-37.6167,-73.65,11.22,73,98,2.44,CL,1712029444
416,viedma,-40.8135,-62.9967,13.97,27,1,6.15,AR,1712029445
417,emerald,-23.5333,148.1667,31.86,45,0,3.61,AU,1712029446
418,benguela,-12.5763,13.4055,25.84,86,94,1.47,AO,1712029447
419,bam,29.106,58.357,17.75,29,78,5.01,IR,1712028916
420,hobyo,5.3505,48.5268,28.96,74,21,6.03,SO,1712029448
421,khorramabad,33.4878,48.3558,6.79,65,0,2.06,IR,1712029449
422,yelizovo,53.1873,158.3805,5.08,38,0,6.0,RU,1712029450
423,buta,2.7858,24.73,21.01,97,100,1.7,CD,1712029452
424,katsuura,35.1333,140.3,14.86,62,77,2.45,JP,1712029453
425,tranby,59.8167,10.25,2.99,77,100,4.59,NO,1712029453
426,ponta delgada,37.7333,-25.6667,16.4,77,20,11.83,PT,1712029454
427,sao gabriel da cachoeira,-0.1303,-67.0892,22.83,98,100,0.34,BR,1712029456
428,ketchikan,55.3422,-131.6461,8.26,93,100,4.12,US,1712029457
429,huarmey,-10.0681,-78.1522,22.11,86,96,2.66,PE,1712029238
430,nyagan,62.1406,65.3936,-7.5,89,93,2.78,RU,1712029459
431,amos,48.5669,-78.1162,-6.64,92,66,2.1,CA,1712029460
432,ayr,55.4627,-4.6339,6.99,93,75,2.57,GB,1712029461
433,kerman,30.2832,57.0788,7.92,71,0,2.06,IR,1712029462
434,fortuna foothills,32.6578,-114.4119,18.05,72,0,2.57,US,1712029462
435,pekanbaru,0.5333,101.45,30.18,84,40,0.0,ID,1712029288
436,san pedro,14.35,121.0167,34.08,60,20,4.12,PH,1712029199
437,lower sackville,44.7733,-63.6885,1.45,73,0,1.54,CA,1712029465
438,myingyan,21.4667,95.3833,35.73,27,0,2.96,MM,1712029250
439,okhotsk,59.3833,143.3,-0.64,71,38,6.61,RU,1712029466
440,port clinton,41.512,-82.9377,6.47,92,100,9.26,US,1712029467
441,kanker,20.2719,81.4931,36.37,20,0,3.46,IN,1712029468
442,los frentones,-26.4077,-61.4137,18.67,95,63,4.15,AR,1712029469
443,tidjikja,18.5564,-11.4271,28.43,20,14,4.86,MR,1712029470
444,taoudenni,22.6783,-3.9836,28.72,15,3,4.22,ML,1712029471
445,yeniseysk,58.4497,92.1703,-4.42,92,100,4.5,RU,1712029472
446,nemuro,43.3236,145.575,2.03,72,89,6.86,JP,1712029473
447,changli,39.7042,119.1506,12.19,33,99,7.76,CN,1712029473
448,lerwick,60.1545,-1.1494,6.0,75,100,13.78,GB,1712029474
449,kupang,-10.1667,123.5833,31.32,89,75,2.57,ID,1712029475
450,sokoni,-6.4333,39.55,26.99,84,82,6.59,TZ,1712029476
451,mariental,-24.6333,17.9667,22.13,63,13,4.13,NA,1712029477
452,ivanava,52.1451,25.5365,13.09,69,94,4.23,BY,1712029478
453,acapulco de juarez,16.8634,-99.8901,24.64,83,56,2.03,MX,1712029478
454,san antonio,29.4241,-98.4936,26.19,73,75,10.29,US,1712029192
455,kaoma,-14.7833,24.8,17.66,91,93,1.73,ZM,1712029480
456,marti,22.9475,-80.9203,23.49,80,30,4.79,CU,1712029481
457,mossel bay,-34.1831,22.146,16.96,72,11,7.63,ZA,1712029352
458,malango,-2.9627,119.9001,27.17,76,84,1.01,ID,1712029482
459,madhupur,24.25,86.65,33.7,14,0,4.71,IN,1712029483
460,hilo,19.7297,-155.09,22.83,94,100,1.54,US,1712029484
461,galesong,-5.3166,119.3661,31.01,72,38,4.0,ID,1712029228
462,conceicao do araguaia,-8.2578,-49.2647,24.14,92,87,0.99,BR,1712029485
463,east ballina,-28.8667,153.5833,30.44,66,1,5.48,AU,1712029488
464,tazacorte,28.629,-17.9293,16.54,83,20,3.13,ES,1712029489
465,la sarre,48.8002,-79.1996,-5.6,91,51,2.59,CA,1712029490
466,rabigh,22.7986,39.0349,24.91,62,5,0.35,SA,1712029491
467,iquique,-20.2208,-70.1431,20.02,78,52,0.87,CL,1712029492
468,novosergiyevka,52.0934,53.6528,3.21,100,100,2.06,RU,1712029493
469,villa bruzual,9.3328,-69.1208,26.68,68,55,3.74,VE,1712029493
470,mogadishu,2.0371,45.3438,28.29,75,52,1.25,SO,1712029494
471,tabas,33.5959,56.9244,15.51,31,0,3.52,IR,1712029495
472,cidreira,-30.1811,-50.2056,22.21,91,95,4.58,BR,1712029496
473,constantia,44.1833,28.65,13.38,65,99,4.93,RO,1712029498
474,tan-tan,28.438,-11.1032,15.74,87,2,3.32,MA,1712029499
475,alo,7.4178,6.7371,27.48,78,100,1.1,NG,1712029500
476,berezovyy,51.6667,135.7,5.43,43,22,0.86,RU,1712029500
477,tofol,5.3248,163.0078,26.88,89,100,8.23,FM,1712029501
478,al marj,32.488,20.8317,18.57,24,0,2.88,LY,1712029502
479,san pedro pochutla,15.7333,-96.4667,24.41,74,5,2.67,MX,1712029504
480,kamwenge,0.1866,30.4539,17.22,97,89,0.36,UG,1712029310
481,rio grande,-32.035,-52.0986,19.69,86,100,6.49,BR,1712029505
482,metlili chaamba,32.2667,3.6333,17.52,27,0,4.12,DZ,1712029506
483,kayangel,8.0823,134.7173,28.02,79,48,7.1,PW,1712029507
484,ust-tsilma,65.441,52.1498,0.9,98,100,3.58,RU,1712029508
485,visby,57.6409,18.296,2.8,100,100,10.29,SE,1712029509
486,bel ombre,-4.6167,55.4167,26.91,89,40,2.06,SC,1712029510
487,bamboo flat,11.7,92.7167,33.05,49,0,1.03,IN,1712029511
488,victorica,-36.2151,-65.4359,14.2,61,65,6.11,AR,1712029512
489,caconda,-13.7333,15.0667,15.69,95,100,1.39,AO,1712029513
490,myeik,12.4333,98.6,30.77,57,1,2.36,MM,1712029255
491,rajsamand,25.0667,73.8833,25.73,19,99,1.07,IN,1712029338
492,arkhangel'sk,64.5401,40.5433,-1.04,100,100,5.0,RU,1712029272
493,ilheus,-14.7889,-39.0494,24.9,93,99,2.19,BR,1712029516
494,barcelos,41.5388,-8.6151,13.08,86,100,5.32,PT,1712029517
495,jindrichuv hradec,49.144,15.003,8.27,76,100,1.34,CZ,1712029518
496,lompoc,34.6391,-120.4579,13.9,87,0,6.26,US,1712029519
497,iowa falls,42.5225,-93.2513,4.96,93,100,6.17,US,1712029520
498,ostashkov,57.1467,33.1075,9.25,91,58,2.2,RU,1712029521
499,nabire,-3.3667,135.4833,30.88,68,85,3.17,ID,1712029234
500,buka,40.8108,69.1986,13.29,46,98,0.84,UZ,1712029522
501,lata,40.1629,-8.3327,12.26,92,100,2.66,PT,1712029524
502,tamandare,-8.7597,-35.1047,26.15,88,88,1.87,BR,1712029526
503,lihue,21.9789,-159.3672,25.58,80,75,7.72,US,1712029527
504,galle,6.0367,80.217,29.49,70,82,1.72,LK,1712029528
505,amarante do maranhao,-5.5667,-46.7422,23.06,98,96,1.06,BR,1712029528
506,starkville,33.4504,-88.8184,21.81,94,0,5.66,US,1712029531
507,fayroz koh,34.5195,65.2509,4.99,53,10,1.63,AF,1712029532
508,singkil,-7.9855,111.4161,30.64,70,42,2.55,ID,1712029533
509,embi,48.8264,58.1442,8.64,65,59,1.06,KZ,1712029235
510,marathon,44.9,-89.7668,3.14,51,100,5.14,US,1712029535
511,anda,46.4,125.3167,6.21,50,100,5.51,CN,1712029536
512,kodinsk,58.6881,99.1844,-5.87,80,77,2.28,RU,1712029536
513,troitsko-pechorsk,62.7084,56.1964,-0.17,95,100,5.81,RU,1712029537
514,paris,48.8534,2.3488,9.43,86,100,5.66,FR,1712029270
515,gornopravdinsk,60.05,69.9,0.36,95,100,2.24,RU,1712029539
516,ta`u,-14.2336,-169.5144,29.31,72,37,8.71,AS,1712029540
517,labytnangi,66.6572,66.4183,-11.94,94,100,2.67,RU,1712029541
518,cervantes,-39.05,-67.3833,16.41,39,98,5.18,AR,1712029542
519,chehalis,46.662,-122.964,13.09,92,0,0.0,US,1712029543
520,fort-shevchenko,44.5086,50.263,11.78,51,59,4.37,KZ,1712029544
521,topolobampo,25.6,-109.05,16.29,50,0,2.59,MX,1712029544
522,guayaramerin,-10.8368,-65.3614,23.46,98,100,1.25,BO,1712029545
523,morondava,-20.2833,44.2833,25.21,81,99,4.07,MG,1712029546
524,palikir - national government center,6.9248,158.1611,31.47,79,100,4.12,FM,1712029547
525,coahuayana de hidalgo,18.7,-103.6583,22.16,81,100,1.11,MX,1712029548
526,belo sur tsiribihina,-19.7,44.55,23.71,90,100,1.53,MG,1712029549
527,mount pearl,47.5166,-52.7813,0.47,96,100,3.09,CA,1712029549
528,xingtai,37.0631,114.4942,17.15,31,97,8.4,CN,1712029520
529,fethiye,36.6217,29.1164,12.93,49,27,2.04,TR,1712029552
530,mek'ele,13.4967,39.4753,18.92,44,100,0.2,ET,1712029553
531,hanawa,40.1836,140.7872,8.58,56,86,7.51,JP,1712029554
532,lakatoro,-16.0999,167.4164,28.79,74,19,5.18,VU,1712029554
533,sambava,-14.2667,50.1667,25.34,88,92,2.06,MG,1712029555
534,baruun-urt,46.6806,113.2792,3.75,21,72,1.94,MN,1712029401
535,nuku'alofa,-21.1333,-175.2,29.19,79,75,7.2,TO,1712029559
536,nanzhou,29.3596,112.4024,23.71,86,100,2.9,CN,1712029560
537,fort wellington,6.4,-57.6,27.17,81,7,4.26,GY,1712029561
538,tukrah,32.5341,20.5791,20.21,33,0,2.23,LY,1712029562
539,nema,57.5067,50.5011,2.81,100,100,5.11,RU,1712029563
540,labrador city,52.9463,-66.9114,-12.05,92,63,0.0,CA,1712029563
541,north bend,43.4065,-124.2243,12.37,87,0,3.6,US,1712029564
542,minab,27.1467,57.0801,23.4,59,87,0.69,IR,1712029565
543,koszeg,47.3892,16.541,9.5,95,100,4.0,HU,1712029566
544,beberibe,-4.1797,-38.1306,26.14,85,100,3.08,BR,1712029567
545,jinzhou,41.1078,121.1417,15.88,29,100,0.72,CN,1712029339
546,rongelap,11.1635,166.8941,27.19,71,98,7.34,MH,1712029568
547,la'ie,21.6477,-157.9253,26.98,80,21,4.47,US,1712029569
548,kristiansund,63.1115,7.732,3.03,87,100,8.75,NO,1712029570
549,brokopondo,4.75,-55.1667,25.84,77,58,3.44,SR,1712029308
550,port blair,11.6667,92.75,33.02,49,0,1.03,IN,1712029572
551,pollock pines,38.7613,-120.5866,8.52,81,1,0.89,US,1712029572
552,mildura,-34.2,142.15,24.28,34,2,9.14,AU,1712029573
553,kemin,42.7846,75.6892,10.33,40,90,1.8,KG,1712029574
554,zakamensk,50.3741,103.2863,3.96,29,7,1.3,RU,1712029575
555,obihiro,42.9172,143.2044,6.67,51,67,9.1,JP,1712029576
556,glen innes,-29.7333,151.7333,21.91,56,76,4.97,AU,1712029577
557,greencastle,39.6445,-86.8647,15.92,93,100,0.0,US,1712029578
558,el nido,11.1858,119.3956,29.0,71,100,5.83,PH,1712029579
559,mymensingh,24.75,90.4,32.37,38,33,1.99,BD,1712029580
560,gazli,40.1333,63.45,12.99,34,94,4.0,UZ,1712029581
561,stornoway,58.2093,-6.3865,6.98,86,75,7.2,GB,1712029581
562,camana,-16.6228,-72.7111,21.61,82,81,1.9,PE,1712029582
563,necochea,-38.5473,-58.7368,11.09,84,0,3.88,AR,1712029583
564,olyokminsk,60.3736,120.4264,-1.34,93,99,0.98,RU,1712029584
565,balkanabat,39.5108,54.3671,13.29,57,4,2.91,TM,1712029585
566,ola,59.5833,151.2833,-1.03,61,54,5.38,RU,1712029586
567,urzhar,47.093,81.6294,8.17,50,9,1.61,KZ,1712029587
568,tucupita,9.0622,-62.051,23.09,99,66,1.04,VE,1712029588
